ShowName,Links,Imdb,Reelgood,Genres,MaturityRating,RunningDate,Seasons,ReturningDate,Service,Country
Anohana: The Flower We Saw That Day,https://reelgood.com/show/anohana-the-flower-we-saw-that-day-2011,8.2,73.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Mystery']",Rated: 14+ (TV-14),2011 - 2011,1 Season,Series Ended,"['Netflix', 'Funimation']",Country: Japan
Bewitched,https://reelgood.com/show/bewitched-1964,7.5,73.0,"['Comedy', 'Family', 'Fantasy', 'Science-Fiction']",Rated: All (TV-G),1964 - 1972,8 Seasons,Series Ended,"['Netflix', 'Funimation']",Country: America
Hunters,https://reelgood.com/show/hunters-2020,7.2,73.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2020 - Present,1 Season,Returning: Date TBA,['Prime Video'],Country: America
Hunters,https://reelgood.com/show/hunters-2020,5.5,54.0,"['Crime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2016 - 2016,1 Season,Series Ended,['Prime Video'],Country: America
QI,https://reelgood.com/show/qi-2003,8.6,73.0,"['Comedy', 'Game Show']",Rated: 14+ (TV-14),2003 - Present,19 Seasons,Returning: Date TBA,"['BritBox', 'AcornTV']",Country: United Kingdom
Versailles,https://reelgood.com/show/versailles-2015,7.9,73.0,['Drama'],Rated: 14+ (TV-14),2015 - 2018,3 Seasons,Series Ended,['Netflix'],Country: France ...More CountriesFranceCanada
Whitechapel,https://reelgood.com/show/whitechapel-2009,7.9,73.0,"['Crime', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),2009 - 2013,4 Seasons,Series Ended,"['Hulu', 'HBO', 'HBO MAX', 'Hoopla']",
Transformers: War for Cybertron,https://reelgood.com/show/transformers-war-for-cybertron-2020,7.5,74.0,"['Action & Adventure', 'Animation', 'Children', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
Empire,https://reelgood.com/show/empire-2015,7.4,73.0,"['Drama', 'Family']",Rated: 14+ (TV-14),2015 - 2020,6 Seasons,Series Ended,"['Hulu', 'Hoopla']",Country: America
High School Musical: The Musical: The Series,https://reelgood.com/show/high-school-musical-the-musical-the-series-2019,7.3,73.0,"['Comedy', 'Drama', 'Family']",Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['Disney+'],Country: America
Fortitude,https://reelgood.com/show/fortitude-2015,7.4,73.0,"['Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2015 - 2018,3 Seasons,Series Ended,['Prime Video'],Country: United Kingdom
ZeroZeroZero,https://reelgood.com/show/zerozerozero-2020,8.2,73.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2020 - 2020,1 Season,Series Ended,['Prime Video'],Country: Italy
Rise of Empires: Ottoman,https://reelgood.com/show/rise-of-empires-ottoman-2020,8.0,73.0,"['Action & Adventure', 'Documentary', 'Drama']",Rated: 18+ (TV-MA),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: Turkey
Merlí,https://reelgood.com/show/merli-2015,8.6,73.0,"['Comedy', 'Drama', 'LGBTQ']",Rated: 14+ (TV-14),2015 - 2018,3 Seasons,Series Ended,['Netflix'],Country: Spain
Black Clover,https://reelgood.com/show/black-clover-2017,8.1,73.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2017 - Present,3 Seasons,"Returns: Sep. 8, 2020","['Hulu', 'Crunchyroll', 'Funimation']",Country: Japan
RuPaul's Drag Race All Stars,https://reelgood.com/show/rupauls-drag-race-all-stars-2012,8.5,73.0,"['Game Show', 'LGBTQ', 'Reality']",Rated: 14+ (TV-14),2012 - Present,5 Seasons,Returning: Date TBA,"['Hulu', 'CBS All Access']",Country: America
Everything Sucks!,https://reelgood.com/show/everything-sucks-2018,7.5,73.0,"['Comedy', 'Drama', 'LGBTQ']",Rated: 14+ (TV-14),2018 - 2018,1 Season,Series Ended,['Netflix'],Country: America
Under the Dome,https://reelgood.com/show/under-the-dome-2013,6.6,73.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2013 - 2015,3 Seasons,Series Ended,['CBS All Access'],Country: America
Robot Chicken,https://reelgood.com/show/robot-chicken-2005,7.7,73.0,"['Animation', 'Comedy', 'Science-Fiction']",Rated: 18+ (TV-MA),2005 - Present,11 Seasons,Returning: Date TBA,"['Hulu', 'HBO', 'HBO MAX', 'Hoopla']",Country: America
The Bridge,https://reelgood.com/show/the-bridge-2013,8.6,77.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2011 - 2018,4 Seasons,Series Ended,"['Hulu', 'Hoopla']",Country: Sweden
The Bridge,https://reelgood.com/show/the-bridge-2013,7.0,47.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2010 - 2015,2 Seasons,Series Ended,['Hoopla'],Country: Canada
Review,https://reelgood.com/show/review-2014,8.4,73.0,"['Comedy', 'Documentary']",Rated: 14+ (TV-14),2014 - 2017,4 Seasons,Series Ended,['Hoopla'],
Kaguya-sama: Love is War,https://reelgood.com/show/kaguyasama-love-is-war-2019,8.2,73.0,"['Animation', 'Anime', 'Comedy', 'Drama']",Rated: 14+ (TV-14),2019 - 2020,2 Seasons,Series Ended,"['Hulu', 'Crunchyroll', 'Funimation']",Country: Japan
Banana Fish,https://reelgood.com/show/banana-fish-2018,7.9,73.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Mystery']",,2018 - Present,1 Season,Returning: Date TBA,['Prime Video'],
ERASED,https://reelgood.com/show/erased-2016,8.5,73.0,"['Animation', 'Anime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2016 - 2016,1 Season,Series Ended,"['Hulu', 'HBO', 'HBO MAX', 'Funimation']",Country: Japan
Green Wing,https://reelgood.com/show/green-wing-2004,8.3,73.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2004 - 2007,2 Seasons,Series Ended,"['Hulu', 'HBO', 'HBO MAX', 'Funimation']",Country: United Kingdom
The Lying Game,https://reelgood.com/show/the-lying-game-2011,7.3,73.0,"['Drama', 'Mystery']",Rated: 14+ (TV-14),2011 - 2013,2 Seasons,Series Ended,"['Hulu', 'HBO', 'HBO MAX', 'Funimation']",Country: America
GHOUL,https://reelgood.com/show/ghoul-2018,7.1,73.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Absentia,https://reelgood.com/show/absentia-2017,7.3,73.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2017 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],
Red Dwarf,https://reelgood.com/show/red-dwarf-1988,8.4,73.0,"['Action & Adventure', 'Comedy', 'Documentary', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),1988 - Present,13 Seasons,Returning: Date TBA,['BritBox'],Country: United Kingdom
UnREAL,https://reelgood.com/show/unreal-2015,7.8,73.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2015 - 2018,4 Seasons,Series Ended,['Hulu'],
The New Edition Story,https://reelgood.com/show/the-new-edition-story-2017,8.9,73.0,['Drama'],,2017 - 2017,2 Seasons,Series Ended,['Hulu'],Country: America
The Golden Girls,https://reelgood.com/show/the-golden-girls-1985,7.9,73.0,"['Comedy', 'Drama']",Rated: 7+ (TV-PG),1985 - 1993,8 Seasons,Series Ended,['Hulu'],Country: America
Frequency,https://reelgood.com/show/frequency-2016,7.5,73.0,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),2016 - 2017,3 Seasons,Series Ended,['Netflix'],Country: America
Frequency,https://reelgood.com/show/frequency-2016,,,,,2012 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],
Victoria,https://reelgood.com/show/victoria-2016,8.2,73.0,['Drama'],Rated: 14+ (TV-14),2016 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],Country: United Kingdom
Blackadder,https://reelgood.com/show/blackadder-1983,8.1,73.0,['Comedy'],Rated: 7+ (TV-PG),1983 - 1989,4 Seasons,Series Ended,"['Hulu', 'Prime Video', 'BritBox']",Country: United Kingdom
Last Man Standing,https://reelgood.com/show/last-man-standing-2011,7.6,73.0,['Comedy'],Rated: 7+ (TV-PG),2011 - Present,8 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
High Maintenance,https://reelgood.com/show/high-maintenance-2016,8.0,72.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2016 - Present,4 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",Country: America
High Maintenance,https://reelgood.com/show/high-maintenance-2016,8.2,57.0,['Comedy'],Rated: 18+ (TV-MA),2012 - 2015,6 Seasons,Series Ended,"['HBO', 'HBO MAX']",
Ghost in the Shell: Stand Alone Complex,https://reelgood.com/show/ghost-in-the-shell-stand-alone-complex-2002,8.5,73.0,"['Action & Adventure', 'Animation', 'Anime', 'Crime', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2002 - 2020,3 Seasons,Series Ended,"['Starz', 'Hoopla']",Country: Japan
High School DxD,https://reelgood.com/show/high-school-dxd-2012,7.6,73.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2012 - 2018,4 Seasons,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Abstract: The Art of Design,https://reelgood.com/show/abstract-the-art-of-design-2017,8.4,73.0,['Documentary'],Rated: 14+ (TV-14),2017 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
Kipo and the Age of Wonderbeasts,https://reelgood.com/show/kipo-and-the-age-of-wonderbeasts-2020,8.3,73.0,"['Action & Adventure', 'Animation', 'Children', 'Fantasy']",Rated: 7+ (TV-PG),2020 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
Life,https://reelgood.com/show/life-2007,8.3,73.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2007 - 2009,2 Seasons,Series Ended,['Netflix'],
Life,https://reelgood.com/show/life-2007,7.5,48.0,['Drama'],,2018 - 2018,1 Season,Series Ended,['Netflix'],
Medici: Masters of Florence,https://reelgood.com/show/medici-masters-of-florence-2016,7.9,73.0,"['Drama', 'Mystery']",Rated: 7+ (TV-PG),2016 - 2019,3 Seasons,Series Ended,['Netflix'],Country: United Kingdom ...More CountriesUnited KingdomItaly
Salem,https://reelgood.com/show/salem-2014,7.1,73.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery']",Rated: 18+ (TV-MA),2014 - 2017,3 Seasons,Series Ended,['Hulu'],Country: America
Frontier,https://reelgood.com/show/frontier-2016,7.2,73.0,"['Action & Adventure', 'Drama']",Rated: 18+ (TV-MA),2016 - Present,3 Seasons,Returning: Date TBA,['Netflix'],
My Mad Fat Diary,https://reelgood.com/show/my-mad-fat-diary-2013,8.4,73.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2013 - 2015,3 Seasons,Series Ended,['Hulu'],Country: United Kingdom
The Tunnel,https://reelgood.com/show/the-tunnel-2013,7.9,73.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2013 - 2018,3 Seasons,Series Ended,['Prime Video'],
Parasyte -the maxim-,https://reelgood.com/show/parasyte-the-maxim-2014,8.4,73.0,"['Action & Adventure', 'Animation', 'Anime', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Science-Fiction']",Rated: 18+ (TV-MA),2014 - 2015,1 Season,Series Ended,"['Netflix', 'Hulu']",Country: Japan
Trailer Park Boys,https://reelgood.com/show/trailer-park-boys-2001,8.4,72.0,"['Comedy', 'Crime']",Rated: 18+ (TV-MA),2001 - 2018,12 Seasons,Series Ended,['Netflix'],Country: Canada
Away,https://reelgood.com/show/away-2020,5.6,67.0,"['Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
Secret City,https://reelgood.com/show/secret-city-2016,7.4,73.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2016 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: Australia
A Discovery of Witches,https://reelgood.com/show/a-discovery-of-witches-2018,8.1,72.0,"['Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2018 - Present,4 Seasons,"Returns: Oct. 5, 2020",['AMC Premiere'],Country: United Kingdom
NOS4A2,https://reelgood.com/show/nos4a2-2019,6.7,72.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2019 - Present,2 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV', 'AMC Premiere']",Country: America
Locked Up,https://reelgood.com/show/locked-up-2015,8.2,73.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2015 - 2019,4 Seasons,Series Ended,['Netflix'],Country: Spain
The L Word,https://reelgood.com/show/the-l-word-2004,7.6,72.0,"['Drama', 'LGBTQ']",Rated: 18+ (TV-MA),2004 - 2009,6 Seasons,Series Ended,"['fuboTV', 'Showtime']",Country: Canada ...More CountriesCanadaAmerica
Harper's Island,https://reelgood.com/show/harpers-island-2009,7.5,72.0,"['Drama', 'Horror', 'Mystery']",Rated: 14+ (TV-14),2009 - 2009,1 Season,Series Ended,['Prime Video'],Country: America
The Baby-Sitters Club,https://reelgood.com/show/the-babysitters-club-2020,7.4,72.0,"['Comedy', 'Drama', 'Family']",Rated: All (TV-G),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
Mr. Show with Bob and David,https://reelgood.com/show/mr-show-with-bob-and-david-1995,8.3,72.0,['Comedy'],Rated: 18+ (TV-MA),1995 - 1998,4 Seasons,Series Ended,"['HBO', 'HBO MAX']",Country: America
Legendary,https://reelgood.com/show/legendary-2020,7.6,73.0,"['Game Show', 'LGBTQ', 'Reality']",Rated: 18+ (TV-MA),2020 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",Country: America
The Young Pope,https://reelgood.com/show/the-young-pope-2016,8.4,72.0,['Drama'],Rated: 7+ (TV-PG),2016 - 2016,1 Season,Series Ended,"['HBO', 'HBO MAX']",Country: Spain ...More CountriesSpainItalyFranceAmericaUnited Kingdom
Ben 10,https://reelgood.com/show/ben-10-2005,7.2,72.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family', 'Science-Fiction']",Rated: 7+ (TV-PG),2005 - 2008,4 Seasons,Series Ended,"['Hulu', 'HBO', 'HBO MAX']",Country: America
Documentary Now!,https://reelgood.com/show/documentary-now-2015,8.1,72.0,"['Comedy', 'Documentary']",Rated: 18+ (TV-MA),2015 - Present,3 Seasons,Returning: Date TBA,"['Netflix', 'fuboTV']",Country: America
Roseanne,https://reelgood.com/show/roseanne-1988,7.0,73.0,"['Comedy', 'Drama', 'Family']",Rated: 7+ (TV-PG),1988 - 2018,11 Seasons,Series Ended,"['Hulu', 'Hoopla']",
This Country,https://reelgood.com/show/this-country-2017,8.5,73.0,['Comedy'],Rated: 14+ (TV-14),2017 - Present,3 Seasons,Returning: Date TBA,['Hulu'],
London Spy,https://reelgood.com/show/london-spy-2015,7.5,72.0,"['Crime', 'Drama', 'LGBTQ', 'Mystery']",Rated: 18+ (TV-MA),2015 - 2015,1 Season,Series Ended,['Netflix'],Country: United Kingdom
Corporate,https://reelgood.com/show/corporate-2017,7.6,72.0,"['Comedy', 'Drama']",Rated: 7+ (TV-PG),2018 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
Spider-Man,https://reelgood.com/show/spider-man-1994,8.3,72.0,"['Action & Adventure', 'Animation', 'Family', 'Science-Fiction']",Rated: All (TV-G),1994 - 1998,5 Seasons,Series Ended,['Disney+'],Country: America
BrainDead,https://reelgood.com/show/braindead-2016,8.1,72.0,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Science-Fiction']",Rated: 14+ (TV-14),2016 - 2016,1 Season,Series Ended,"['Prime Video', 'CBS All Access']",Country: America
ER,https://reelgood.com/show/er-1994,7.7,72.0,['Drama'],Rated: 14+ (TV-14),1994 - 2009,15 Seasons,Series Ended,['Hulu'],Country: America
The Mechanism,https://reelgood.com/show/the-mechanism-2018,8.4,72.0,"['Crime', 'Drama']",Rated: 14+ (TV-14),2018 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
The Transformers,https://reelgood.com/show/the-transformers-1984,8.0,72.0,"['Action & Adventure', 'Animation', 'Children', 'Family', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),1984 - 1987,4 Seasons,Series Ended,"['Prime Video', 'Starz']",Country: America
Carnivàle,https://reelgood.com/show/carnivale-2003,8.4,72.0,"['Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2003 - 2005,2 Seasons,Series Ended,"['HBO', 'HBO MAX']",Country: America
Glitch,https://reelgood.com/show/glitch-2015,7.4,72.0,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2015 - 2019,3 Seasons,Series Ended,['Netflix'],Country: Australia
iCarly,https://reelgood.com/show/icarly-2007,6.6,72.0,"['Comedy', 'Family']",Rated: All (TV-G),2007 - 2012,6 Seasons,Series Ended,['Hoopla'],Country: America
Good Behavior,https://reelgood.com/show/good-behavior-2016,8.1,72.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2016 - 2017,2 Seasons,Series Ended,"['Hulu', 'Hoopla']",
Law & Order,https://reelgood.com/show/law-order-1990,7.7,72.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),1990 - 2010,20 Seasons,Series Ended,"['Peacock', 'fuboTV']",Country: America
Casual,https://reelgood.com/show/casual-2015,7.5,72.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2015 - 2018,4 Seasons,Series Ended,['Hulu'],Country: America
Warrior Nun,https://reelgood.com/show/warrior-nun-2020,6.9,73.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: America
Dallas,https://reelgood.com/show/dallas-1978,7.0,72.0,['Drama'],Rated: 14+ (TV-14),1978 - 1991,14 Seasons,Series Ended,['Netflix'],
Akame ga Kill!,https://reelgood.com/show/akame-ga-kill-2014,7.9,72.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Horror']",Rated: 18+ (TV-MA),2014 - 2014,1 Season,Series Ended,"['Netflix', 'Hulu']",Country: Japan
Motherland: Fort Salem,https://reelgood.com/show/motherland-fort-salem-2020,7.1,72.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2020 - Present,1 Season,Returning: Date TBA,"['Hulu', 'fuboTV']",Country: America
Alfred Hitchcock Presents,https://reelgood.com/show/alfred-hitchcock-presents-1955,8.5,72.0,"['Comedy', 'Crime', 'Drama', 'Horror', 'Mystery']",Rated: 14+ (TV-14),1955 - 1962,7 Seasons,Series Ended,['Hulu'],
The Bureau,https://reelgood.com/show/the-bureau-2015,8.7,72.0,['Drama'],Rated: 14+ (TV-14),2015 - Present,5 Seasons,Returning: Date TBA,['Prime Video'],Country: France
Formula 1: Drive to Survive,https://reelgood.com/show/formula-1-drive-to-survive-2019,8.6,72.0,"['Documentary', 'Sport']",Rated: 14+ (TV-14),2019 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: United Kingdom
Sesame Street,https://reelgood.com/show/sesame-street-1969,8.1,72.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family', 'Fantasy']",Rated: All (TV-G),1969 - Present,51 Seasons,Returning: Date TBA,"['Hulu', 'Prime Video', 'HBO', 'HBO MAX']",
Sliders,https://reelgood.com/show/sliders-1995,7.4,72.0,"['Action & Adventure', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),1995 - 2000,5 Seasons,Series Ended,['Hulu'],Country: America
Hemlock Grove,https://reelgood.com/show/hemlock-grove-2013,7.1,72.0,"['Drama', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2013 - 2015,3 Seasons,Series Ended,"['Netflix', 'Hoopla']",Country: America
Beauty and the Beast,https://reelgood.com/show/beauty-and-the-beast-2012,7.0,72.0,"['Crime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2012 - 2016,4 Seasons,Series Ended,"['Netflix', 'Prime Video', 'CBS All Access']",Country: America
NCIS: Los Angeles,https://reelgood.com/show/ncis-los-angeles-2009,6.7,72.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2009 - Present,11 Seasons,Returning: Date TBA,"['fuboTV', 'CBS All Access']",Country: America
Dark Side of the Ring,https://reelgood.com/show/dark-side-of-the-ring-2019,8.7,72.0,"['Documentary', 'Drama', 'Sport']",Rated: 14+ (TV-14),2019 - Present,2 Seasons,Returning: Date TBA,['Hulu'],
Yeh Meri Family,https://reelgood.com/show/yeh-meri-family-2018,9.2,72.0,"['Comedy', 'Drama', 'Family']",,2018 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: India
Philip K. Dick's Electric Dreams,https://reelgood.com/show/philip-k-dicks-electric-dreams-2017,7.3,72.0,"['Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2017 - 2018,1 Season,Series Ended,['Prime Video'],Country: United Kingdom
Salvation,https://reelgood.com/show/salvation-2017,7.0,72.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2017 - 2018,2 Seasons,Series Ended,"['Prime Video', 'CBS All Access']",Country: America
Fire Force,https://reelgood.com/show/fire-force-2019,7.7,72.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2019 - Present,2 Seasons,"Returns: Sep. 11, 2020","['Hulu', 'Funimation']",Country: Japan
Terriers,https://reelgood.com/show/terriers-2010,8.4,72.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2010 - 2010,1 Season,Series Ended,['Hulu'],
Underground,https://reelgood.com/show/underground-2017,7.7,72.0,"['Action & Adventure', 'Drama']",Rated: 18+ (TV-MA),2016 - 2017,2 Seasons,Series Ended,['Hulu'],Country: America
Rake,https://reelgood.com/show/rake-2010,8.6,72.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2010 - 2018,5 Seasons,Series Ended,"['Netflix', 'Hulu', 'Prime Video', 'Hoopla', 'AcornTV']",
Rake,https://reelgood.com/show/rake-2010,6.8,60.0,"['Comedy', 'Crime', 'Drama']",Rated: 14+ (TV-14),2014 - 2014,1 Season,Series Ended,"['Netflix', 'Hulu', 'Prime Video', 'Hoopla', 'AcornTV']",
